Pack,nCopies,Card,Mana Cost,Adj. Games Played,Adj. Wins,Adj. Losses,Games Played,Wins,Losses,Win Rate,Conservative Rating,Mean,StdDev,Tier,Turns to Win,Turns to Lose
J25 Goblins 3,1,"Weaselback Redcap",{R},901,439,462,901,439,462,0.4872364039955605,69.18430627986513,74.12461950791003,1.6467710760149668,B,18.070615034168565,19.49134199134199
J25 Goblins 3,1,"Scavenged Blade",{1}{R},914,423,491,914,423,491,0.462800875273523,62.535376983357864,67.93656504467019,1.800396020437442,C,18.789598108747043,19.177189409368637
J25 Goblins 3,1,"General Kreat, the Boltbringer",{2}{R},794,417,377,794,417,377,0.5251889168765743,74.06592354579406,79.26222321136675,1.732099888524229,B,17.892086330935253,20.159151193633953
J25 Goblins 3,1,"Goblin Trailblazer",{1}{R},850,408,442,850,408,442,0.48,57.47581505469806,62.81747230662262,1.7805524173081866,C,17.965686274509803,19.925339366515836
J25 Goblins 3,1,"Hearts on Fire",{1}{R},703,394,309,703,394,309,0.5604551920341394,57.494093171321374,62.718570782719326,1.741492537132651,C,18.522842639593907,20.491909385113267
J25 Goblins 3,1,"Krenko's Command",{1}{R},784,392,392,784,392,392,0.5,59.4106321267486,64.69086637279032,1.760078082013908,C,19.178571428571427,20.380102040816325
J25 Goblins 3,1,"Krenko, Tin Street Kingpin",{2}{R},726,363,363,726,363,363,0.5,66.8096364051242,72.0058056383806,1.7320564110854677,C,18.553719008264462,19.771349862258955
J25 Goblins 3,1,"Beetleback Chief",{2}{R}{R},740,361,379,740,361,379,0.48783783783783785,63.87654189798079,69.16451222386486,1.7626567752946896,C,19.509695290858726,21.013192612137203
J25 Goblins 3,1,"Volley Veteran",{3}{R},558,311,247,558,311,247,0.557347670250896,70.17585987043222,75.38110799397015,1.735082707845977,B,19.906752411575564,21.57085020242915
J25 Goblins 3,1,"Fling",{1}{R},2,1,1,2,1,1,0.5,70.3103681182289,93.50980644617343,7.7331461093148475,B,16.0,47.0
J25 Goblins 4,1,"Goblin Rabblemaster",{2}{R},1058,653,405,1058,653,405,0.6172022684310019,89.342213219433,94.53561160581488,1.7311327954606242,B,15.535987748851454,19.703703703703702
J25 Goblins 4,1,"Shock",{R},1095,600,495,1095,600,495,0.547945205479452,48.909179894901804,54.2995485885544,1.796789564550865,C,17.14666666666667,20.2
J25 Goblins 4,1,"Fanatical Firebrand",{R},1044,570,474,1044,570,474,0.5459770114942529,50.612277953367496,56.046039218392096,1.8112537550082004,C,16.924561403508772,19.723628691983123
J25 Goblins 4,1,"Battle Cry Goblin",{1}{R},999,544,455,999,544,455,0.5445445445445446,69.88869379134054,74.96539789267491,1.6922347004447886,B,16.75551470588235,20.114285714285714
J25 Goblins 4,1,"Goblin Surprise",{2}{R},924,542,382,924,542,382,0.5865800865800865,59.53856336494263,64.93430839771149,1.798581677589619,C,17.02029520295203,20.698952879581153
J25 Goblins 4,1,"Fire Prophecy",{1}{R},1027,532,495,1027,532,495,0.5180136319376826,56.09999359771102,61.42649335098993,1.7754999177596373,C,17.56954887218045,20.490909090909092
J25 Goblins 4,1,"Brute Strength",{1}{R},896,518,378,896,518,378,0.578125,51.58448987211631,56.89526092907039,1.7702570189846936,C,17.14092664092664,19.873015873015873
J25 Goblins 4,1,"Fissure Wizard",{1}{R},847,451,396,847,451,396,0.5324675324675324,52.307039504197604,57.597473435558655,1.7634779771203513,C,17.401330376940134,20.522727272727273
J25 Goblins 4,1,"General Kreat, the Boltbringer",{2}{R},791,442,349,791,442,349,0.5587863463969659,60.86549924235351,65.86465660235572,1.666385786667404,C,17.244343891402714,20.140401146131804
J25 Goblins 4,1,"Krenko's Command",{1}{R},827,411,416,827,411,416,0.4969770253929867,47.00077504409654,52.1863827435645,1.7285358998226525,C,17.89051094890511,21.014423076923077
J25 Goblins 4,1,"Destructive Digger",{2}{R},917,395,522,917,395,522,0.430752453653217,46.89695301346476,52.033953338140485,1.7123334415585751,C,17.911392405063292,19.5
J25 Goblins 4,1,"Volley Veteran",{3}{R},530,285,245,530,285,245,0.5377358490566038,78.07640720640886,83.12834971898879,1.6839808375266436,B,19.266666666666666,21.963265306122448
J25 Grave Robbers 1,1,"Graveblade Marauder",{2}{B},1078,579,499,1078,579,499,0.5371057513914657,73.79794474964186,79.24601689367825,1.8160240480121317,B,21.39550949913644,21.86573146292585
J25 Grave Robbers 1,1,"Gorging Vulture",{2}{B},1054,568,486,1054,568,486,0.538899430740038,72.04913687622263,77.51749200273493,1.8227850421707628,B,21.27288732394366,21.763374485596707
J25 Grave Robbers 1,1,"Murder",{1}{B}{B},1066,567,499,1066,567,499,0.5318949343339587,69.029843778243,74.45655788939176,1.8089047037162496,B,21.372134038800706,21.81563126252505
J25 Grave Robbers 1,1,"Deal Gone Bad",{3}{B},1116,547,569,1116,547,569,0.49014336917562723,66.38110493497545,71.94270034500317,1.853865136675908,C,21.76416819012797,21.105448154657292
J25 Grave Robbers 1,1,"Eye Collector",{B},1021,532,489,1021,532,489,0.5210577864838394,59.07888442252047,64.52650854765352,1.8158747083776843,C,21.030075187969924,21.261758691206545
J25 Grave Robbers 1,1,"Eternal Taskmaster",{1}{B},1042,526,516,1042,526,516,0.5047984644913628,64.25449155778846,69.58893411953981,1.7781475205837851,C,21.25855513307985,21.16860465116279
J25 Grave Robbers 1,1,"Diregraf Scavenger",{3}{B},899,507,392,899,507,392,0.5639599555061179,74.16457254295081,79.60623334411927,1.8138869337228245,B,22.386587771203157,22.82908163265306
J25 Grave Robbers 1,1,"Wailing Ghoul",{1}{B},986,484,502,986,484,502,0.4908722109533469,45.183460938655855,50.60412424833251,1.8068877698922177,C,21.74586776859504,21.808764940239044
J25 Grave Robbers 1,1,"Gravedigger",{3}{B},884,459,425,884,459,425,0.5192307692307693,48.51317691974249,53.993348802505494,1.826723960921001,C,22.429193899782135,22.456470588235295
J25 Grave Robbers 1,1,"Revoke Demise",{4}{B},884,455,429,884,455,429,0.5147058823529411,47.883943469639014,53.40948981443003,1.8418487815970066,C,22.936263736263736,22.708624708624708
J25 Grave Robbers 1,1,"Gorex, the Tombshell",{6}{B}{B},448,198,250,448,198,250,0.4419642857142857,70.82322919978326,76.28514318838697,1.8206379962012391,B,25.681818181818183,25.264
J25 Grave Robbers 1,1,"Grave Strength",{1}{B},3,1,2,3,1,2,0.3333333333333333,64.05808677063305,84.28043010818311,6.740781112516684,C,32.0,19.0
J25 Grave Robbers 2,1,"Gorging Vulture",{2}{B},1078,548,530,1078,548,530,0.5083487940630798,54.95496971928284,60.45813547177184,1.8343885841629979,C,20.34124087591241,20.360377358490567
J25 Grave Robbers 2,1,"Moodmark Painter",{2}{B}{B},1067,524,543,1067,524,543,0.49109653233364575,64.28480190568659,69.85371237290443,1.8563034890726091,C,20.5706106870229,20.77900552486188
J25 Grave Robbers 2,1,"Eye Collector",{B},1045,491,554,1045,491,554,0.4698564593301435,47.36891855785413,52.80529972526912,1.8121270558049987,C,20.248472505091648,19.898916967509024
J25 Grave Robbers 2,1,"Deal Gone Bad",{3}{B},1054,467,587,1054,467,587,0.4430740037950664,59.63487192698116,65.1906480230875,1.851925365368781,C,21.265524625267666,20.115843270868826
J25 Grave Robbers 2,1,"Necrotic Wound",{B},958,458,500,958,458,500,0.4780793319415449,68.43897779693204,74.06616375575561,1.87572865294119,B,21.233624454148472,20.568
J25 Grave Robbers 2,1,"Eternal Taskmaster",{1}{B},1080,446,634,1080,446,634,0.412962962962963,44.701056427688194,50.281559769419005,1.8601677805769363,D,20.54035874439462,19.837539432176655
J25 Grave Robbers 2,1,"Undead Butler",{1}{B},973,444,529,973,444,529,0.4563206577595067,44.532892541495094,50.222901004947,1.8966694878173018,D,20.89189189189189,20.291115311909262
J25 Grave Robbers 2,1,"Fake Your Own Death",{1}{B},771,433,338,771,433,338,0.5616083009079118,66.58473243257606,71.98479879203346,1.8000221198191348,C,20.21016166281755,21.162721893491124
J25 Grave Robbers 2,1,"Doomed Necromancer",{2}{B},952,420,532,952,420,532,0.4411764705882353,47.57360576887694,53.137898720816814,1.8547643173132915,C,21.402380952380952,20.345864661654137
J25 Grave Robbers 2,1,"Revoke Demise",{4}{B},851,415,436,851,415,436,0.48766157461809634,42.15037860251974,47.64316996317722,1.8309304535524946,D,21.76867469879518,21.048165137614678
J25 Grave Robbers 2,1,"Dusk Mangler",{5}{B}{B},559,320,239,559,320,239,0.5724508050089445,86.67301450891742,92.01846029196953,1.7818152610173696,B,22.371875,23.368200836820083
J25 Grave Robbers 2,1,"Gorex, the Tombshell",{6}{B}{B},388,189,199,388,189,199,0.48711340206185566,68.38517396552652,73.90641639955456,1.8404141446760147,B,25.227513227513228,25.040201005025125
J25 Grave Robbers 3,1,"Persistent Specimen",{B},1281,614,667,1281,614,667,0.47931303669008585,51.53720652972622,56.958317392950065,1.8070369544079488,C,21.28338762214984,21.095952023988005
J25 Grave Robbers 3,1,"Murder",{1}{B}{B},1143,595,548,1143,595,548,0.5205599300087489,63.75266761653188,69.27747811494744,1.841603499471853,C,21.169747899159663,21.114963503649633
J25 Grave Robbers 3,1,"Gorging Vulture",{2}{B},1075,583,492,1075,583,492,0.5423255813953488,61.08975973968359,66.43252045596579,1.7809202387607308,C,21.30531732418525,21.304878048780488
J25 Grave Robbers 3,1,"Isareth the Awakener",{1}{B}{B},1079,558,521,1079,558,521,0.5171455050973123,62.97677699894518,68.3236930255526,1.782305342202473,C,21.39426523297491,21.27831094049904
J25 Grave Robbers 3,1,"Memorial to Folly",no cost,1188,556,632,1188,556,632,0.468013468013468,27.079139070337003,32.56419988540982,1.8283536050242721,D,21.406474820143885,20.13132911392405
J25 Grave Robbers 3,1,"Deal Gone Bad",{3}{B},1081,554,527,1081,554,527,0.5124884366327475,71.00052927625593,76.23141356713897,1.7436280969610114,B,21.41696750902527,20.69449715370019
J25 Grave Robbers 3,1,"Eternal Taskmaster",{1}{B},1048,504,544,1048,504,544,0.48091603053435117,50.63151803347336,56.02149317538381,1.7966583806368157,C,21.16269841269841,21.147058823529413
J25 Grave Robbers 3,1,"Dreadhound",{4}{B}{B},795,485,310,795,485,310,0.610062893081761,75.10639265772195,80.32961113098243,1.7410728244201572,B,21.37319587628866,23.16774193548387
J25 Grave Robbers 3,1,"Boneclad Necromancer",{3}{B}{B},901,459,442,901,459,442,0.5094339622641509,70.1327575373692,75.5278149087303,1.798352457120369,B,22.17864923747277,22.452488687782804
J25 Grave Robbers 3,1,"Wailing Ghoul",{1}{B},1005,446,559,1005,446,559,0.4437810945273632,32.21394030447293,37.65086298040344,1.8123075586435038,D,21.86322869955157,21.246869409660107
J25 Grave Robbers 3,1,"Revoke Demise",{4}{B},842,441,401,842,441,401,0.5237529691211401,46.43233110907532,51.794960289349774,1.7875430600914837,C,22.267573696145124,22.331670822942645
J25 Grave Robbers 3,1,"Gravedigger",{3}{B},893,427,466,893,427,466,0.47816349384098544,52.31788082220022,57.742892400380455,1.8083371927267449,C,22.330210772833723,21.448497854077253
J25 Grave Robbers 3,1,"Grave Strength",{1}{B},6,3,3,6,3,3,0.5,32.09632517131507,50.952665051498045,6.2854466267276585,D,21.666666666666668,23.333333333333332
J25 Grave Robbers 4,1,"Persistent Specimen",{B},1275,755,520,1275,755,520,0.592156862745098,50.189419739258035,55.59959118079908,1.8033904805136822,C,21.402649006622518,20.515384615384615
J25 Grave Robbers 4,1,"Murder",{1}{B}{B},1116,683,433,1116,683,433,0.6120071684587813,69.58288010849273,75.03130487010995,1.8161415872057396,B,21.08199121522694,20.963048498845264
J25 Grave Robbers 4,1,"Deal Gone Bad",{3}{B},1151,664,487,1151,664,487,0.576889661164205,62.107915801539875,67.46638247996376,1.786155559474626,C,21.51355421686747,20.293634496919918
J25 Grave Robbers 4,1,"Gorging Vulture",{2}{B},1102,652,450,1102,652,450,0.5916515426497277,50.45201657262621,55.89074041191958,1.8129079464311215,C,20.98159509202454,21.224444444444444
J25 Grave Robbers 4,1,"Shardless Outlander",{7},1074,635,439,1074,635,439,0.5912476722532588,55.97506868993765,61.27495933551407,1.7666302151921398,C,21.683464566929135,20.92255125284738
J25 Grave Robbers 4,1,"Eternal Taskmaster",{1}{B},1095,627,468,1095,627,468,0.5726027397260274,67.34415261250011,72.809330882666,1.8217260900552967,C,21.365231259968102,20.226495726495727
J25 Grave Robbers 4,1,"Isareth the Awakener",{1}{B}{B},1022,618,404,1022,618,404,0.6046966731898239,67.87972117784932,73.248692907225,1.7896572431252313,B,21.668284789644012,21.26732673267327
J25 Grave Robbers 4,1,"Revoke Demise",{4}{B},891,538,353,891,538,353,0.6038159371492705,48.02887115517659,53.37669214261261,1.7826069958120083,C,21.91449814126394,21.835694050991503
J25 Grave Robbers 4,1,"Undead Butler",{1}{B},948,538,410,948,538,410,0.5675105485232067,42.393175467537134,47.78759506494124,1.7981398658013694,D,22.096654275092938,20.568292682926828
J25 Grave Robbers 4,1,"Liliana, Death's Majesty",{3}{B}{B},776,517,259,776,517,259,0.6662371134020618,60.80956817823611,66.21946173490917,1.8032978522243548,C,21.454545454545453,21.93822393822394
J25 Grave Robbers 4,1,"Goremand",{4}{B}{B},700,515,185,700,515,185,0.7357142857142858,96.98274538364767,102.53085504695555,1.8493698877692946,A,22.145631067961165,24.481081081081083
J25 Grave Robbers 4,1,"Gravedigger",{3}{B},910,500,410,910,500,410,0.5494505494505495,51.09550017331077,56.539688790277694,1.8147295389889744,C,22.472,21.297560975609755
J25 Healers 1,1,"Angel of Vitality",{2}{W},1188,786,402,1188,786,402,0.6616161616161617,69.70446566984805,75.35252066894361,1.8826849996985233,B,19.49618320610687,21.691542288557216
J25 Healers 1,1,"Qala, Ajani's Pridemate",{3}{W},1116,768,348,1116,768,348,0.6881720430107527,73.53604083740989,79.1894869639795,1.8844820421898714,B,19.727864583333332,22.160919540229884
J25 Healers 1,1,"Hinterland Sanctifier",{W},1106,755,351,1106,755,351,0.6826401446654611,45.540232653610516,51.345214932400395,1.93499409292996,C,19.16953642384106,22.159544159544158
J25 Healers 1,1,"Kabira Crossroads",no cost,1193,748,445,1193,748,445,0.6269907795473596,38.1738811475561,43.84458997078795,1.890236274410616,D,19.601604278074866,21.644943820224718
J25 Healers 1,1,"Speaker of the Heavens",{W},1158,747,411,1158,747,411,0.6450777202072538,61.9785104588384,67.5843789993099,1.8686228468238362,C,19.279785809906294,22.104622871046228
J25 Healers 1,1,"Mesa Unicorn",{1}{W},1119,723,396,1119,723,396,0.646112600536193,56.4630207403074,62.15371718558089,1.8968988150911614,C,20.13554633471646,22.045454545454547
J25 Healers 1,1,"Faith's Fetters",{3}{W},1047,717,330,1047,717,330,0.6848137535816619,83.36785218651941,89.10596756926965,1.9127051275834124,B,20.668061366806135,22.86969696969697
J25 Healers 1,1,"Ajani's Pridemate",{1}{W},1077,703,374,1077,703,374,0.6527390900649953,54.859472105008045,60.6912529569759,1.9439269506559527,C,19.594594594594593,21.56149732620321
J25 Healers 1,1,"Desperate Lunge",{1}{W},981,687,294,981,687,294,0.7003058103975535,69.85768662893493,75.69877325113882,1.9470288740679635,B,19.78457059679767,23.45578231292517
J25 Healers 1,1,"Angel of Mercy",{4}{W},971,664,307,971,664,307,0.6838311019567456,84.98735143064424,90.7116855230845,1.908111364146754,B,20.58433734939759,22.71986970684039
J25 Healers 1,1,"Brightmare",{2}{W},999,639,360,999,639,360,0.6396396396396397,64.94571769835964,70.49267715709122,1.8489864862438614,C,20.852895148669795,22.683333333333334
J25 Healers 1,1,"Revitalize",{1}{W},1021,635,386,1021,635,386,0.6219392752203722,31.81653861493673,37.55436842459053,1.9126099365512668,D,20.792125984251967,22.417098445595855
J25 Healers 1,1,"Divine Arrow",{1}{W},850,470,380,850,470,380,0.5529411764705883,35.85836134164245,41.5900480577415,1.9105622386996826,D,21.51914893617021,22.973684210526315
J25 Healers 2,1,"Angel of Vitality",{2}{W},1169,825,344,1169,825,344,0.7057313943541489,68.55564423521122,74.31554110064411,1.9199656218109646,B,19.43030303030303,20.296511627906977
J25 Healers 2,1,"Recumbent Bliss",{2}{W},1076,794,282,1076,794,282,0.7379182156133829,76.37336550435187,82.14840960975194,1.9250147018000228,B,20.14735516372796,21.663120567375888
J25 Healers 2,1,"Ajani's Pridemate",{1}{W},1052,764,288,1052,764,288,0.7262357414448669,67.99787908268071,73.69741487958008,1.899845265633121,B,19.407068062827225,21.229166666666668
J25 Healers 2,1,"Hinterland Sanctifier",{W},1044,761,283,1044,761,283,0.7289272030651341,51.35608636923964,57.195934536225664,1.9466160556620082,C,18.97766097240473,21.314487632508833
J25 Healers 2,1,"Bishop's Soldier",{1}{W},1067,758,309,1067,758,309,0.7104029990627929,68.71950706921061,74.43250847120207,1.9043338006638217,B,19.84168865435356,21.349514563106798
J25 Healers 2,1,"Take Up the Shield",{1}{W},1051,757,294,1051,757,294,0.7202664129400571,65.88601196195708,71.6201454609608,1.911377833001241,C,19.7556142668428,20.829931972789115
J25 Healers 2,1,"Qala, Ajani's Pridemate",{3}{W},1026,749,277,1026,749,277,0.7300194931773879,79.38038068817177,85.00734679294521,1.8756553682578134,B,19.72363150867824,21.350180505415164
J25 Healers 2,1,"Speakeasy Server",{4}{W},932,660,272,932,660,272,0.7081545064377682,83.64387987055173,89.06975964800856,1.80862659248561,B,20.671212121212122,21.71323529411765
J25 Healers 2,1,"Valkyrie Harbinger",{4}{W}{W},761,620,141,761,620,141,0.8147174770039421,125.92879994407976,131.5722356687865,1.881145241568917,S,20.55,23.652482269503547
J25 Healers 2,1,"Brightmare",{2}{W},914,618,296,914,618,296,0.6761487964989059,59.94363731025801,65.71761494465433,1.924659211465438,C,20.166666666666668,21.91554054054054
J25 Healers 2,1,"Revitalize",{1}{W},961,603,358,961,603,358,0.627471383975026,20.732987427184835,26.40190832407838,1.8896402989645154,E,20.850746268656717,20.960893854748605
J25 Healers 2,1,"Divine Arrow",{1}{W},784,479,305,784,479,305,0.610969387755102,54.85941760428329,60.28223454934701,1.8076056483545735,C,21.38204592901879,21.881967213114756
J25 Healers 3,1,"Angel of Vitality",{2}{W},1232,900,332,1232,900,332,0.7305194805194806,82.02787381195652,87.9813923188907,1.984506168978058,B,19.567777777777778,22.03012048192771
J25 Healers 3,1,"Righteous Valkyrie",{2}{W},1127,852,275,1127,852,275,0.7559893522626442,80.95129095768861,86.72589955789722,1.9248695334028698,B,19.551643192488264,22.021818181818183
J25 Healers 3,1,"Kabira Crossroads",no cost,1207,834,373,1207,834,373,0.6909693454846727,38.57906637416195,44.36617986683048,1.929037830889511,D,19.689448441247002,21.796246648793566
J25 Healers 3,1,"Hinterland Sanctifier",{W},1106,808,298,1106,808,298,0.7305605786618445,58.72845425008433,64.68634778077099,1.9859645102288845,C,19.294554455445546,22.248322147651006
J25 Healers 3,1,"Banisher Priest",{1}{W}{W},1044,790,254,1044,790,254,0.7567049808429118,89.95541320022295,95.97435109185508,2.0063126305440457,A,19.815189873417722,23.39763779527559
J25 Healers 3,1,"Moment of Heroism",{1}{W},1092,785,307,1092,785,307,0.7188644688644689,63.339587251387904,69.11881469172845,1.9264091467801805,C,20.285350318471338,22.306188925081432
J25 Healers 3,1,"Recumbent Bliss",{2}{W},1033,773,260,1033,773,260,0.7483059051306873,87.35230228949648,93.40365604575977,2.0171179187544332,B,20.10608020698577,23.0
J25 Healers 3,1,"Ajani's Pridemate",{1}{W},1065,772,293,1065,772,293,0.7248826291079812,76.05203907487508,81.92435987972532,1.9574402682834104,B,19.84585492227979,22.505119453924916
J25 Healers 3,1,"Qala, Ajani's Pridemate",{3}{W},1096,770,326,1096,770,326,0.7025547445255474,75.70709154020757,81.5726987724151,1.9552024107358426,B,19.57792207792208,21.17484662576687
J25 Healers 3,1,"Daybreak Chaplain",{1}{W},1044,722,322,1044,722,322,0.6915708812260536,55.23019583107289,61.144982828198636,1.971595665708583,C,20.48337950138504,22.695652173913043
J25 Healers 3,1,"Angel of Mercy",{4}{W},947,670,277,947,670,277,0.7074973600844773,78.79215869943218,84.51892865542194,1.9089233186632555,B,20.64179104477612,22.985559566787003
J25 Healers 3,1,"Revitalize",{1}{W},950,645,305,950,645,305,0.6789473684210526,25.563252927162875,31.45678528167486,1.964510784837329,D,20.38139534883721,22.41967213114754
J25 Healers 3,1,"Deadly Riposte",{1}{W},876,527,349,876,527,349,0.6015981735159818,46.73399947655022,52.35828721207803,1.8747625785092723,C,21.29032258064516,22.687679083094554
J25 Healers 4,1,"Angel of Vitality",{2}{W},1244,824,420,1244,824,420,0.662379421221865,54.49544602581435,60.360327421284225,1.9549604651566237,C,20.819174757281555,22.552380952380954
J25 Healers 4,1,"Hinterland Sanctifier",{W},1170,770,400,1170,770,400,0.6581196581196581,45.145090667666274,51.101969459894164,1.9856262640759639,C,20.674025974025973,23.5575
J25 Healers 4,1,"Faith's Fetters",{3}{W},1109,769,340,1109,769,340,0.6934174932371506,89.24452462627492,95.22230218311675,1.9925925189472746,B,21.88296488946684,24.61470588235294
J25 Healers 4,1,"Qala, Ajani's Pridemate",{3}{W},1132,763,369,1132,763,369,0.6740282685512368,88.1530070893597,94.02076549753772,1.955919469392671,B,21.26605504587156,23.14363143631436
J25 Healers 4,1,"Rhox Faithmender",{3}{W},1150,755,395,1150,755,395,0.6565217391304348,70.48853512182198,76.42410306849321,1.9785226488904104,B,22.479470198675497,24.27848101265823
J25 Healers 4,1,"Ajani's Pridemate",{1}{W},1142,745,397,1142,745,397,0.6523642732049036,55.96519158561276,61.86366359687635,1.9661573370878636,C,21.02013422818792,23.037783375314863
J25 Healers 4,1,"Mesa Unicorn",{1}{W},1146,740,406,1146,740,406,0.6457242582897034,65.82464557026552,71.70467034405316,1.9600082579292155,C,21.67027027027027,23.322660098522167
J25 Healers 4,1,"Battlefield Promotion",{1}{W},1047,721,326,1047,721,326,0.6886341929321872,61.71799877075599,67.50514459034095,1.929048606528319,C,21.386962552011095,24.432515337423315
J25 Healers 4,1,"Revitalize",{1}{W},1053,660,393,1053,660,393,0.6267806267806267,39.118033377376534,44.974542546346214,1.9521697229898922,D,22.131818181818183,23.040712468193384
J25 Healers 4,1,"Brightmare",{2}{W},1005,630,375,1005,630,375,0.6268656716417911,61.714002377471466,67.4401275870075,1.9087084031786772,C,22.487301587301587,23.978666666666665
J25 Healers 4,1,"Felidar Sovereign",{4}{W}{W},867,585,282,867,585,282,0.6747404844290658,88.08423342735432,93.77487496653559,1.896880513060426,B,23.535042735042737,25.843971631205672
J25 Healers 4,1,"Divine Arrow",{1}{W},893,511,382,893,511,382,0.5722284434490481,50.537709904265895,56.33193107951378,1.931407058415961,C,23.37573385518591,23.876963350785342
J25 Heroes 1,1,"Chains of Custody",{2}{W},1118,588,530,1118,588,530,0.5259391771019678,60.114501457552265,65.76213665281972,1.8825450650891526,C,19.06972789115646,20.954716981132076
J25 Heroes 1,1,"Fencing Ace",{1}{W},1128,562,566,1128,562,566,0.49822695035460995,55.05514497891903,60.57446912279828,1.839774714626414,C,19.11387900355872,20.690812720848058
J25 Heroes 1,1,"Moment of Heroism",{1}{W},1033,553,480,1033,553,480,0.5353339787028074,60.85660691623002,66.40046312131349,1.847952068361157,C,19.537070524412297,21.852083333333333
J25 Heroes 1,1,"Dauntless Onslaught",{2}{W},952,549,403,952,549,403,0.5766806722689075,60.34551707352628,65.90850420451085,1.8543290436615225,C,19.550091074681237,21.193548387096776
J25 Heroes 1,1,"Brigone, Soldier of Meletis",{1}{W},1108,545,563,1108,545,563,0.4918772563176895,48.74738798337546,54.29605330789259,1.8495551081723764,C,19.55229357798165,20.5044404973357
J25 Heroes 1,1,"Valorous Stance",{1}{W},1021,528,493,1021,528,493,0.5171400587659157,68.55290227590493,74.0168598474118,1.8213191905022912,B,19.892045454545453,21.070993914807303
J25 Heroes 1,1,"Faithful Pikemaster",{3}{W},1083,524,559,1083,524,559,0.4838411819021237,46.808114478522334,52.3369850699236,1.842956863800422,C,20.112595419847327,20.840787119856888
J25 Heroes 1,1,"Defiant Strike",{W},778,523,255,778,523,255,0.6722365038560412,57.72960953023705,63.21822331674606,1.829537928836337,C,19.049713193116634,22.023529411764706
J25 Heroes 1,1,"Wingsteed Rider",{1}{W}{W},1047,523,524,1047,523,524,0.4995224450811843,62.513606210667696,68.00261960667245,1.8296711320015853,C,19.652007648183556,20.797709923664122
J25 Heroes 1,1,"Favored Hoplite",{W},1040,519,521,1040,519,521,0.49903846153846154,47.54402633581384,53.09828678349652,1.85142014922756,C,19.344894026974952,20.948176583493282
J25 Heroes 1,1,"Akroan Skyguard",{1}{W},1045,478,567,1045,478,567,0.4574162679425837,45.543288402844624,51.01356032403754,1.8234239737309728,C,19.422594142259413,20.566137566137566
J25 Heroes 1,1,"Tethmos High Priest",{2}{W},1007,452,555,1007,452,555,0.44885799404170806,60.086986444569476,65.52220734828553,1.811740301238687,C,20.08407079646018,21.05045045045045
J25 Heroes 2,1,"Gird for Battle",{W},1169,589,580,1169,589,580,0.5038494439692045,46.56051733858205,52.11981445305405,1.8530990381573318,C,18.33955857385399,20.18103448275862
J25 Heroes 2,1,"Brigone, Soldier of Meletis",{1}{W},1103,561,542,1103,561,542,0.5086128739800544,36.862937512601434,42.3785419810914,1.8385348228299887,D,18.663101604278076,20.900369003690038
J25 Heroes 2,1,"Elite Skirmisher",{2}{W},1133,550,583,1133,550,583,0.4854368932038835,42.91947436988546,48.60763533546715,1.896053655193899,D,19.136363636363637,20.797598627787306
J25 Heroes 2,1,"Chains of Custody",{2}{W},1002,535,467,1002,535,467,0.5339321357285429,61.313725451120966,66.81467232975217,1.8336489595437346,C,19.482242990654207,21.376873661670235
J25 Heroes 2,1,"Valorous Stance",{1}{W},1047,531,516,1047,531,516,0.5071633237822349,62.1094521922109,67.67936205263058,1.8566366201398934,C,19.717514124293785,21.218992248062015
J25 Heroes 2,1,"Fencing Ace",{1}{W},1078,531,547,1078,531,547,0.49257884972170685,57.62390877417989,63.10790240038389,1.8279978754013337,C,19.001883239171374,20.939670932358318
J25 Heroes 2,1,"Favored Hoplite",{W},1030,519,511,1030,519,511,0.503883495145631,55.18122953158516,60.776281838061706,1.8650174354921811,C,18.803468208092486,21.367906066536204
J25 Heroes 2,1,"Defiant Strike",{W},739,500,239,739,500,239,0.6765899864682002,56.21577669494554,61.792974324635466,1.8590658765633092,C,19.068,22.15062761506276
J25 Heroes 2,1,"Wingsteed Rider",{1}{W}{W},973,480,493,973,480,493,0.4933196300102775,63.68593925666822,69.18739652018036,1.8338190878373797,C,19.770833333333332,21.18661257606491
J25 Heroes 2,1,"Ojutai Exemplars",{2}{W}{W},991,476,515,991,476,515,0.4803229061553986,66.03728881641148,71.46453769549952,1.809082959696014,C,19.95798319327731,21.11844660194175
J25 Heroes 2,1,"Faithful Pikemaster",{3}{W},956,476,480,956,476,480,0.497907949790795,51.18282420646306,56.66448491740407,1.8272202369803352,C,19.907563025210084,21.520833333333332
J25 Heroes 2,1,"Repel the Darkness",{2}{W},764,297,467,764,297,467,0.3887434554973822,33.659531980358864,39.302789577967225,1.8810858658694534,D,21.757575757575758,21.70235546038544
J25 Icky 1,1,"Fumulus, the Infestation",{3}{B},1065,675,390,1065,675,390,0.6338028169014085,90.04031910641973,95.36188485839139,1.773855250657218,A,19.46074074074074,20.692307692307693
J25 Icky 1,1,"Go for the Throat",{1}{B},1114,655,459,1114,655,459,0.5879712746858169,75.9817023916696,81.47272713858963,1.8303415823066773,B,19.963358778625953,20.437908496732025
J25 Icky 1,1,"Subtle Strike",{1}{B},1114,598,516,1114,598,516,0.5368043087971275,47.5691324017196,52.90320882377526,1.7780254740185526,C,19.827759197324415,19.874031007751938
J25 Icky 1,1,"Eaten Alive",{B},1107,596,511,1107,596,511,0.5383920505871725,45.155758215760066,50.42340335199492,1.7558817120782853,C,20.558724832214764,20.524461839530332
